Company,Emp_2018,Emp_2019,Emp_2020,Emp_2021,Emp_2022,Emp_2023,Emp_2024,Emp_2025
Orbit Networks 7405,498935.0,500352.0,502283.0,502779.0,504426.0,505209.0,507193.0,509545.0
Fusion Enterprises 7406,8434.0,10385.0,10940.0,13797.0,15967.0,15487.0,18216.0,20403.0
Quantum Industries 7407,192244.0,193066.0,193146.0,195519.0,195814.0,198602.0,198856.0,200305.0
Nova Group 7408,230127.0,232259.0,235194.0,234814.0,234645.0,235878.0,235613.0,236108.0
Hyper Labs 7409,198286.0,200422.0,202637.0,201744.0,202582.0,201778.0,203160.0,202621.0
Beta Dynamics 7410,378592.0,379899.0,380843.0,383623.0,383521.0,386194.0,387092.0,386590.0
Zenith Global 7411,102139.0,102087.0,101813.0,102620.0,104348.0,105279.0,107151.0,108460.0
Aurora Group 7412,66815.0,69144.0,71754.0,72798.0,72315.0,73455.0,76119.0,78322.0
Zenith Holdings 7413,23025.0,25582.0,27213.0,28644.0,27810.0,28016.0,27519.0,29634.0
Aurora Holdings 7414,325296.0,327146.0,327459.0,329261.0,328937.0,328727.0,330217.0,331586.0
Ultra Dynamics 7415,126600.0,127462.0,128211.0,127670.0,129321.0,130433.0,129872.0,130321.0
Nova Industries 7416,272735.0,275026.0,277102.0,278027.0,280271.0,280710.0,279718.0,280801.0
Aurora Tech 7417,548.0,2661.0,2374.0,4535.0,4599.0,6538.0,5933.0,6027.0
Hyper Tech 7418,489484.0,490512.0,491122.0,490403.0,492814.0,491942.0,494521.0,496227.0
Vertex Global 7419,273511.0,273662.0,276307.0,275625.0,275859.0,277949.0,280262.0,280808.0
Fusion Global 7420,134975.0,136160.0,136042.0,136691.0,138155.0,138123.0,141074.0,140953.0
Helix Dynamics 7421,432351.0,432206.0,434046.0,435811.0,434950.0,435817.0,436163.0,435304.0
Beta Corp 7422,4567.0,4162.0,6862.0,9008.0,8174.0,10521.0,10928.0,12992.0
Neo Dynamics 7423,350443.0,351699.0,351539.0,351047.0,353636.0,356197.0,358196.0,361161.0
Delta Dynamics 7424,76336.0,77290.0,79216.0,81737.0,83919.0,86142.0,87182.0,90044.0
Pioneer Dynamics 7425,226315.0,225835.0,228142.0,229803.0,232739.0,235474.0,235828.0,237950.0
Vertex Solutions 7426,214014.0,216134.0,216594.0,217613.0,217008.0,219975.0,220666.0,222201.0
Alpha Networks 7427,224431.0,227263.0,227611.0,227754.0,228895.0,229646.0,231087.0,231215.0
Titan Enterprises 7428,108263.0,111221.0,111778.0,111926.0,113643.0,113577.0,116274.0,117400.0
Apex Networks 7429,269679.0,272011.0,272499.0,272768.0,275279.0,276142.0,277619.0,276791.0
Apex Networks 7430,440714.0,440450.0,440933.0,441687.0,444104.0,446905.0,446224.0,446499.0
Ultra Labs 7431,496026.0,498177.0,499658.0,499340.0,500582.0,501456.0,502251.0,503978.0
Apex Group 7432,137623.0,139488.0,142168.0,143980.0,143437.0,144125.0,146382.0,146522.0
Quantum Networks 7433,114565.0,117555.0,120443.0,119654.0,122133.0,122712.0,122131.0,122998.0
Aurora Networks 7434,81588.0,82994.0,82074.0,83265.0,85285.0,85235.0,87987.0,87738.0
Nova Dynamics 7435,262918.0,262825.0,264859.0,267836.0,270499.0,270206.0,271038.0,272161.0
Apex Holdings 7436,66542.0,68698.0,70982.0,70351.0,72527.0,74054.0,73068.0,75829.0
Pioneer Enterprises 7437,294878.0,296992.0,297924.0,297424.0,299925.0,300283.0,302974.0,304726.0
Pioneer Group 7438,327674.0,326949.0,325957.0,326576.0,329370.0,330598.0,331342.0,333153.0
Orbit Global 7439,487307.0,488555.0,489305.0,492284.0,495132.0,496860.0,499631.0,498713.0
Ultra Tech 7440,242975.0,243587.0,245518.0,248463.0,251189.0,250687.0,250669.0,252704.0
Nimbus Industries 7441,350574.0,351883.0,352685.0,352545.0,354065.0,355962.0,357328.0,357931.0
Hyper Networks 7442,154748.0,156522.0,158618.0,161595.0,160910.0,163873.0,166188.0,165676.0
Aurora Labs 7443,423593.0,425605.0,424799.0,425380.0,425109.0,426527.0,428940.0,431362.0
Titan Dynamics 7444,106248.0,105891.0,107694.0,110096.0,110804.0,110772.0,110846.0,110874.0
Zenith Tech 7445,323896.0,326452.0,327626.0,327324.0,329560.0,330493.0,331737.0,333340.0
Omni Dynamics 7446,106811.0,106649.0,107097.0,109681.0,112551.0,113278.0,112671.0,113243.0
Beta Industries 7447,45903.0,45305.0,47857.0,50702.0,51349.0,52792.0,55621.0,58545.0
Nova Solutions 7448,136083.0,138081.0,137540.0,137977.0,140629.0,142997.0,143203.0,145972.0
Alpha Labs 7449,311650.0,311865.0,311361.0,310428.0,311269.0,310851.0,312428.0,314005.0
Fusion Global 7450,383920.0,386455.0,386688.0,388587.0,388579.0,388548.0,391342.0,392001.0
Aurora Networks 7451,130697.0,132461.0,131949.0,132894.0,135707.0,137596.0,140044.0,139715.0
Nova Enterprises 7452,425383.0,426159.0,426569.0,426435.0,427163.0,426870.0,429423.0,431836.0
Pioneer Enterprises 7453,373604.0,372879.0,375213.0,376708.0,376814.0,377836.0,377505.0,379802.0
Vertex Labs 7454,52704.0,52366.0,55142.0,55587.0,55935.0,56150.0,58827.0,59017.0
Hyper Corp 7455,448372.0,447688.0,447587.0,447054.0,447425.0,449923.0,451045.0,451906.0
Cosmos Enterprises 7456,452315.0,452439.0,454193.0,454099.0,455336.0,455066.0,457197.0,457659.0
Zenith Tech 7457,207715.0,209109.0,209425.0,212185.0,214779.0,215079.0,214420.0,214218.0
Stratus Tech 7458,2391.0,2509.0,4146.0,6897.0,8555.0,9311.0,10740.0,13013.0
Cosmos Labs 7459,466344.0,467225.0,468396.0,469047.0,468778.0,468098.0,469915.0,471200.0
Ultra Solutions 7460,192221.0,195207.0,195166.0,194650.0,194291.0,196470.0,197945.0,200336.0
Nimbus Tech 7461,332234.0,332913.0,334533.0,334803.0,335610.0,335573.0,335384.0,336085.0
Aurora Holdings 7462,247129.0,247889.0,249547.0,250823.0,250422.0,250994.0,252239.0,251546.0
Orbit Solutions 7463,57300.0,59229.0,60432.0,59733.0,61504.0,63680.0,63565.0,65639.0
Zenith Labs 7464,69599.0,70488.0,71026.0,71160.0,70170.0,73143.0,74635.0,73640.0
Delta Holdings 7465,133039.0,134850.0,137518.0,137039.0,138999.0,141148.0,141850.0,141270.0
Apex Holdings 7466,369186.0,371660.0,374055.0,374349.0,375495.0,376267.0,377618.0,380018.0
Nova Group 7467,488246.0,490788.0,491308.0,494307.0,496691.0,498664.0,500520.0,502187.0
Apex Labs 7468,314514.0,313516.0,314198.0,313891.0,313931.0,315733.0,316912.0,317373.0
Beta Holdings 7469,441263.0,444195.0,444990.0,447321.0,449384.0,452345.0,452319.0,453058.0
Beta Industries 7470,333500.0,334321.0,337113.0,339290.0,341697.0,344118.0,344980.0,345848.0
Delta Global 7471,58220.0,57476.0,58470.0,58444.0,57519.0,60351.0,61205.0,61450.0
Ultra Networks 7472,206938.0,206833.0,207501.0,206712.0,208839.0,209348.0,210644.0,213140.0
Nova Holdings 7473,237351.0,240048.0,239358.0,241463.0,242731.0,244509.0,245008.0,247203.0
Nimbus Industries 7474,144888.0,147793.0,149872.0,152703.0,152613.0,154683.0,153986.0,154031.0
Nimbus Global 7475,237352.0,239579.0,239933.0,239012.0,240001.0,242811.0,244244.0,246608.0
Titan Global 7476,142653.0,143382.0,145142.0,147462.0,149959.0,149472.0,149564.0,149959.0
Cosmos Industries 7477,478558.0,480566.0,480937.0,480972.0,482899.0,482805.0,485544.0,485167.0
Titan Networks 7478,101867.0,103428.0,104746.0,104144.0,106083.0,108300.0,110614.0,111294.0
Aurora Group 7479,431447.0,434197.0,436607.0,438336.0,440976.0,443516.0,445339.0,445299.0
Omni Enterprises 7480,312668.0,315369.0,315281.0,316386.0,316183.0,318797.0,320915.0,320868.0
Nova Corp 7481,331328.0,332879.0,333128.0,334745.0,337722.0,336763.0,338154.0,337458.0
Aurora Systems 7482,228849.0,228959.0,228314.0,229843.0,232777.0,233388.0,232848.0,232652.0
Gamma Dynamics 7483,302559.0,302635.0,304399.0,304748.0,306535.0,307088.0,308230.0,307344.0
Quantum Labs 7484,193898.0,195535.0,195488.0,198165.0,199414.0,198728.0,199534.0,199868.0
Orbit Corp 7485,319507.0,320621.0,322771.0,324710.0,327214.0,327908.0,328989.0,331448.0
Epsilon Industries 7486,404153.0,406230.0,409015.0,409455.0,410994.0,411894.0,413868.0,414599.0
Orbit Holdings 7487,191225.0,193280.0,194966.0,196081.0,195969.0,196147.0,195741.0,195715.0
Epsilon Enterprises 7488,115414.0,114908.0,117142.0,117479.0,119461.0,118477.0,119470.0,120853.0
Fusion Group 7489,92443.0,92017.0,92647.0,95486.0,95206.0,97207.0,97531.0,100123.0
Hyper Networks 7490,126267.0,125378.0,127444.0,127604.0,130568.0,130862.0,133436.0,136286.0
Titan Enterprises 7491,353316.0,353006.0,355808.0,356793.0,356923.0,356690.0,357820.0,357495.0
Quantum Tech 7492,316854.0,316127.0,315261.0,316178.0,315867.0,315721.0,315268.0,316018.0
Ultra Enterprises 7493,495411.0,495797.0,495328.0,496580.0,499279.0,501469.0,502019.0,503765.0
Apex Tech 7494,397796.0,398464.0,400168.0,400728.0,403681.0,404826.0,406873.0,406607.0
Quantum Enterprises 7495,442488.0,444852.0,447050.0,446342.0,447719.0,447310.0,446834.0,447908.0
Pioneer Corp 7496,97206.0,99776.0,102076.0,103033.0,105734.0,108046.0,110703.0,110061.0
Epsilon Holdings 7497,208165.0,209068.0,211335.0,211048.0,213180.0,215515.0,217803.0,217631.0
Gamma Holdings 7498,144778.0,145506.0,147698.0,150372.0,152423.0,151923.0,152338.0,153346.0
Orbit Industries 7499,77602.0,78815.0,79155.0,79302.0,82285.0,84875.0,86804.0,86293.0
Nimbus Tech 7500,462677.0,462443.0,463995.0,464600.0,463773.0,465135.0,465810.0,466732.0
Delta Tech 7501,187176.0,188660.0,188188.0,190167.0,189593.0,191165.0,191816.0,193387.0
Nova Holdings 7502,57581.0,58198.0,60485.0,59683.0,59800.0,61914.0,62131.0,62852.0
Nova Group 7503,254913.0,256710.0,256883.0,257774.0,257870.0,260314.0,261200.0,263649.0
Quantum Enterprises 7504,455433.0,454820.0,455046.0,455355.0,456721.0,458841.0,458341.0,460348.0
Zenith Systems 7505,408412.0,408956.0,409531.0,410226.0,411561.0,413762.0,413344.0,415568.0
Delta Global 7506,159227.0,158689.0,158178.0,158871.0,161363.0,164236.0,164349.0,165765.0
Epsilon Industries 7507,280340.0,280982.0,282161.0,282484.0,281631.0,283280.0,283122.0,282346.0
Vertex Networks 7508,62113.0,61541.0,63048.0,62571.0,63335.0,65014.0,65931.0,68476.0
Ultra Corp 7509,48056.0,50433.0,52311.0,54949.0,54143.0,54107.0,54470.0,55076.0
Zenith Labs 7510,6626.0,6039.0,6290.0,7170.0,7103.0,6417.0,8249.0,8249.0
Cosmos Systems 7511,364055.0,364275.0,364871.0,366757.0,368997.0,368339.0,371074.0,371541.0
Neo Holdings 7512,110781.0,112415.0,111671.0,114615.0,114424.0,114496.0,117446.0,118131.0
Orbit Labs 7513,262713.0,265488.0,266821.0,266384.0,268721.0,268735.0,269732.0,269307.0
Titan Tech 7514,245624.0,247264.0,249558.0,251722.0,253474.0,253001.0,253872.0,253625.0
Ultra Enterprises 7515,90772.0,89957.0,91338.0,92928.0,92095.0,94978.0,94076.0,94870.0
Gamma Industries 7516,283668.0,283681.0,283949.0,283392.0,282923.0,284796.0,287160.0,286999.0
Epsilon Global 7517,435667.0,437112.0,436749.0,437648.0,436839.0,439103.0,440965.0,441189.0
Hyper Industries 7518,356289.0,356071.0,358022.0,359611.0,362231.0,362137.0,364406.0,365479.0
Helix Solutions 7519,269282.0,268438.0,270212.0,269246.0,270972.0,272494.0,272176.0,273723.0
Fusion Enterprises 7520,62806.0,64808.0,67615.0,67334.0,69165.0,70248.0,71283.0,73042.0
Neo Solutions 7521,469792.0,471153.0,471890.0,470965.0,472864.0,473453.0,475297.0,474591.0
Hyper Systems 7522,100055.0,101230.0,100879.0,102381.0,102934.0,105518.0,107127.0,107980.0
Quantum Corp 7523,139223.0,141192.0,140552.0,141469.0,144440.0,145947.0,147203.0,146992.0
Gamma Labs 7524,434369.0,437337.0,438023.0,440326.0,442212.0,441680.0,442164.0,442422.0
Pioneer Networks 7525,5085.0,6591.0,8401.0,8456.0,10875.0,12817.0,12673.0,13877.0
Titan Enterprises 7526,151927.0,151620.0,152657.0,154306.0,153357.0,154272.0,154565.0,154436.0
Delta Enterprises 7527,72216.0,74574.0,74609.0,76826.0,77571.0,80182.0,83122.0,85674.0
Delta Global 7528,269257.0,269483.0,269604.0,268730.0,269458.0,268704.0,268295.0,270128.0
Aurora Group 7529,14171.0,15281.0,17889.0,20756.0,22707.0,23327.0,23267.0,25082.0
Orbit Solutions 7530,4824.0,5842.0,7306.0,9006.0,11393.0,12327.0,12117.0,13915.0
Helix Enterprises 7531,397591.0,396624.0,399315.0,401610.0,401382.0,404021.0,404139.0,407086.0
Pioneer Global 7532,291331.0,290604.0,292973.0,294725.0,296362.0,296147.0,296100.0,295119.0
Vertex Corp 7533,227355.0,228324.0,227355.0,229873.0,230969.0,232430.0,231689.0,231265.0
Stratus Global 7534,427031.0,427182.0,428414.0,431246.0,431016.0,430755.0,432199.0,433291.0
Hyper Systems 7535,307765.0,308484.0,310850.0,311916.0,311708.0,314445.0,316938.0,318697.0
Titan Group 7536,34356.0,35905.0,37679.0,38743.0,41663.0,40898.0,41069.0,43607.0
Hyper Industries 7537,290705.0,292891.0,292353.0,292890.0,292406.0,291483.0,290952.0,292658.0
Ultra Enterprises 7538,198244.0,198967.0,198619.0,199642.0,201916.0,204563.0,204258.0,203414.0
Orbit Labs 7539,339729.0,340592.0,340714.0,342482.0,345354.0,348128.0,350655.0,352513.0
Vertex Tech 7540,83107.0,83392.0,82698.0,85012.0,87841.0,89134.0,88391.0,89202.0
Apex Solutions 7541,299734.0,301068.0,302786.0,304106.0,306267.0,306321.0,305403.0,307375.0
Delta Corp 7542,257114.0,258223.0,259421.0,258584.0,258691.0,261537.0,263336.0,263966.0
Nova Global 7543,432787.0,434944.0,434866.0,434295.0,437245.0,436400.0,437075.0,438697.0
Ultra Group 7544,232913.0,232601.0,232544.0,235072.0,237980.0,238250.0,238086.0,238814.0
Ultra Solutions 7545,489134.0,491380.0,493601.0,495636.0,494765.0,497167.0,499903.0,500272.0
Apex Tech 7546,242559.0,242080.0,243107.0,243857.0,245020.0,247409.0,250106.0,251833.0
Omni Enterprises 7547,231221.0,233868.0,235082.0,235530.0,236498.0,236278.0,235984.0,235368.0
Stratus Corp 7548,326762.0,328477.0,331271.0,333554.0,333889.0,333397.0,332883.0,334718.0
Omni Dynamics 7549,110955.0,113921.0,113949.0,116427.0,118011.0,119652.0,119929.0,120061.0
Vertex Tech 7550,110299.0,110740.0,110954.0,111715.0,113012.0,112769.0,112045.0,111892.0
Apex Corp 7551,41939.0,41477.0,41040.0,40425.0,42911.0,42988.0,45647.0,48589.0
Aurora Industries 7552,114770.0,115438.0,114532.0,115792.0,115137.0,114199.0,113474.0,113396.0
Vertex Tech 7553,320824.0,321883.0,322078.0,322334.0,322307.0,324176.0,324434.0,325962.0
Omni Global 7554,146196.0,147584.0,148676.0,147775.0,149367.0,149729.0,152394.0,152572.0
Ultra Enterprises 7555,195680.0,195828.0,196658.0,196719.0,199431.0,201364.0,200876.0,200187.0
Beta Enterprises 7556,170584.0,172265.0,175147.0,176909.0,176046.0,178960.0,178507.0,178157.0
Vertex Holdings 7557,210454.0,210948.0,210204.0,211287.0,211767.0,213361.0,212807.0,213328.0
Beta Holdings 7558,88004.0,89691.0,89974.0,92398.0,93298.0,92717.0,94860.0,93900.0
Vertex Labs 7559,68585.0,70101.0,71618.0,71505.0,72011.0,73354.0,75913.0,76503.0
Nova Dynamics 7560,419576.0,420946.0,423886.0,425023.0,424087.0,425508.0,425181.0,425224.0
Epsilon Dynamics 7561,310889.0,312538.0,311668.0,310817.0,311464.0,311318.0,310923.0,313910.0
Omni Enterprises 7562,460373.0,460860.0,463100.0,463986.0,463067.0,462630.0,461999.0,463495.0
Nova Networks 7563,106248.0,107416.0,106762.0,107215.0,107301.0,108238.0,108846.0,109225.0
Pioneer Networks 7564,226009.0,226913.0,228462.0,228881.0,230951.0,230461.0,232057.0,233865.0
Epsilon Holdings 7565,471535.0,470741.0,472318.0,473335.0,475030.0,474790.0,477725.0,479365.0
Helix Labs 7566,197915.0,197913.0,197257.0,199562.0,199757.0,199492.0,199090.0,200118.0
Vertex Dynamics 7567,496812.0,497640.0,500444.0,501127.0,504081.0,505623.0,506253.0,506233.0
Nova Corp 7568,397120.0,398003.0,399738.0,402020.0,403783.0,404454.0,404324.0,405154.0
Nova Enterprises 7569,173282.0,172535.0,172768.0,173573.0,174004.0,176901.0,176181.0,179120.0
Delta Tech 7570,426051.0,426145.0,428009.0,429655.0,430205.0,429738.0,432135.0,433290.0
Beta Industries 7571,149774.0,150665.0,152595.0,155546.0,157373.0,159079.0,158251.0,159990.0
Fusion Holdings 7572,449334.0,449945.0,451058.0,450795.0,450821.0,451929.0,452650.0,451906.0
Vertex Industries 7573,294373.0,297191.0,299509.0,299110.0,299309.0,299503.0,301447.0,300893.0
Delta Global 7574,266109.0,268397.0,269548.0,270642.0,271341.0,272283.0,273106.0,275524.0
Titan Dynamics 7575,368582.0,367956.0,367208.0,370057.0,371000.0,370377.0,373204.0,374252.0
Delta Holdings 7576,375949.0,374969.0,374796.0,375791.0,377253.0,378962.0,379097.0,380674.0
Pioneer Enterprises 7577,381891.0,383358.0,382766.0,385414.0,386723.0,387121.0,388273.0,389981.0
Epsilon Solutions 7578,419291.0,419137.0,418461.0,419797.0,420276.0,421894.0,424876.0,427333.0
Orbit Networks 7579,362364.0,362953.0,363996.0,366369.0,367642.0,369088.0,369258.0,369280.0
Fusion Dynamics 7580,169159.0,168799.0,170552.0,169983.0,172030.0,174309.0,175143.0,177191.0
Stratus Global 7581,84670.0,85780.0,84825.0,85110.0,85572.0,84984.0,84508.0,85046.0
Fusion Systems 7582,454313.0,456302.0,456177.0,455204.0,457892.0,457957.0,459671.0,459409.0
Fusion Enterprises 7583,133958.0,135256.0,136227.0,137224.0,136855.0,139392.0,142039.0,143694.0
Neo Holdings 7584,485373.0,485818.0,488135.0,490012.0,489437.0,488827.0,491080.0,490095.0
Neo Networks 7585,102933.0,105565.0,107381.0,109598.0,109282.0,110334.0,112146.0,111615.0
Gamma Solutions 7586,115992.0,118862.0,119010.0,119323.0,121670.0,121514.0,120683.0,123485.0
Vertex Labs 7587,324969.0,325078.0,325936.0,327299.0,327995.0,328509.0,329270.0,331726.0
Zenith Corp 7588,40304.0,39515.0,42480.0,42294.0,42107.0,42967.0,44867.0,44724.0
Fusion Labs 7589,105448.0,104794.0,106414.0,108472.0,108802.0,111715.0,114361.0,113845.0
Gamma Systems 7590,25947.0,27632.0,29759.0,31063.0,31905.0,32764.0,35056.0,36970.0
Alpha Tech 7591,294710.0,295152.0,297796.0,299740.0,300015.0,301795.0,302812.0,304826.0
Fusion Networks 7592,399092.0,398767.0,401395.0,402195.0,401797.0,404024.0,403855.0,404072.0
Omni Dynamics 7593,102291.0,101454.0,103670.0,106521.0,109261.0,111661.0,112461.0,114308.0
Titan Enterprises 7594,74765.0,73842.0,75605.0,76497.0,77556.0,79251.0,79414.0,79553.0
Zenith Tech 7595,414583.0,416942.0,416262.0,416229.0,418869.0,418087.0,417725.0,417038.0
Ultra Networks 7596,332271.0,334494.0,333982.0,334223.0,333642.0,335316.0,337397.0,339498.0
Gamma Group 7597,214751.0,214686.0,216554.0,219272.0,219254.0,220066.0,221239.0,221989.0
Gamma Corp 7598,309808.0,309218.0,308935.0,309723.0,310681.0,309935.0,312874.0,313861.0
Cosmos Industries 7599,446077.0,445394.0,444478.0,447305.0,446757.0,446617.0,446242.0,448275.0
Delta Labs 7600,392552.0,393578.0,396080.0,395389.0,397675.0,397707.0,398443.0,398086.0
Orbit Solutions 7601,105483.0,104821.0,107315.0,107245.0,109974.0,112195.0,113199.0,115219.0
Pioneer Dynamics 7602,75703.0,74863.0,75490.0,77125.0,76878.0,76482.0,76310.0,76906.0
Aurora Networks 7603,416606.0,416071.0,417289.0,418728.0,421604.0,422358.0,423868.0,424022.0
Beta Tech 7604,443844.0,444201.0,445662.0,448076.0,449673.0,451813.0,453956.0,454090.0
Delta Group 7605,64818.0,67511.0,68903.0,71201.0,71876.0,71634.0,74113.0,74083.0
Nova Solutions 7606,426503.0,428217.0,427229.0,427180.0,426627.0,429459.0,429338.0,431924.0
Aurora Dynamics 7607,483002.0,483256.0,483087.0,482700.0,482265.0,485145.0,488003.0,489119.0
Quantum Enterprises 7608,139473.0,141307.0,140703.0,143551.0,144745.0,144002.0,143380.0,144401.0
Vertex Systems 7609,148409.0,149178.0,149070.0,149810.0,151792.0,153058.0,152330.0,154256.0
Ultra Enterprises 7610,452504.0,453004.0,454839.0,455482.0,456545.0,458167.0,457427.0,456505.0
Quantum Dynamics 7611,258705.0,258263.0,258833.0,258221.0,260989.0,261283.0,260404.0,260173.0
Ultra Systems 7612,256451.0,259438.0,262375.0,261841.0,262851.0,264086.0,264194.0,264960.0
Vertex Labs 7613,373578.0,373256.0,372617.0,373492.0,375351.0,377216.0,377160.0,378736.0
Quantum Tech 7614,408891.0,410086.0,410368.0,412442.0,411461.0,413032.0,412681.0,412403.0
Gamma Labs 7615,70539.0,71134.0,73535.0,72811.0,73790.0,74202.0,73837.0,75728.0
Nimbus Networks 7616,253701.0,254494.0,255054.0,257516.0,258064.0,259772.0,259494.0,260850.0
Alpha Enterprises 7617,148860.0,148493.0,148836.0,151395.0,150774.0,153484.0,154835.0,156979.0
Apex Enterprises 7618,67520.0,66964.0,69544.0,70190.0,72056.0,74286.0,74636.0,75503.0
Pioneer Solutions 7619,131609.0,131100.0,133664.0,135072.0,135281.0,134387.0,134818.0,137457.0
Stratus Industries 7620,404965.0,403992.0,403294.0,405334.0,404677.0,405015.0,406280.0,408559.0
Titan Corp 7621,254249.0,253682.0,252914.0,252014.0,254409.0,256268.0,256171.0,255583.0
Nova Solutions 7622,377257.0,380040.0,382607.0,385379.0,386681.0,385896.0,386643.0,386597.0
Nova Tech 7623,378829.0,379531.0,380930.0,382951.0,383336.0,384930.0,385387.0,387832.0
Aurora Solutions 7624,103551.0,105014.0,105966.0,108070.0,110701.0,109709.0,111907.0,113821.0
Alpha Global 7625,454532.0,456235.0,458507.0,458000.0,460906.0,462981.0,465828.0,465664.0
Pioneer Labs 7626,53281.0,52482.0,51804.0,54154.0,54692.0,57166.0,58950.0,61143.0
Helix Industries 7627,202138.0,204726.0,206315.0,206438.0,205885.0,205559.0,206552.0,208982.0
Vertex Industries 7628,76765.0,78864.0,81096.0,81545.0,80802.0,82654.0,83992.0,84297.0
Zenith Solutions 7629,169437.0,170186.0,169452.0,169910.0,171473.0,173291.0,172792.0,172694.0
Alpha Corp 7630,98937.0,98711.0,99754.0,101971.0,104534.0,106771.0,106321.0,108454.0
Orbit Solutions 7631,113927.0,116121.0,116992.0,118911.0,119130.0,120358.0,119456.0,119172.0
Orbit Industries 7632,388422.0,390193.0,389197.0,391723.0,394550.0,394980.0,395298.0,395033.0
Epsilon Corp 7633,155170.0,156515.0,158337.0,159838.0,158856.0,159917.0,162267.0,164444.0
Nimbus Tech 7634,51368.0,52309.0,51498.0,51439.0,52165.0,52966.0,53797.0,54272.0
Epsilon Global 7635,362772.0,364423.0,365434.0,365169.0,364897.0,366793.0,367404.0,369232.0
Orbit Corp 7636,216756.0,218553.0,218716.0,221287.0,222070.0,224161.0,223268.0,225844.0
Nova Solutions 7637,427294.0,428944.0,429211.0,430345.0,433178.0,434893.0,437359.0,436627.0
Orbit Networks 7638,323711.0,324511.0,325324.0,325120.0,327084.0,327236.0,326463.0,327767.0
Epsilon Tech 7639,416420.0,419221.0,421665.0,423781.0,425376.0,426524.0,428227.0,428780.0
Nova Tech 7640,32722.0,35519.0,37777.0,39267.0,41934.0,41941.0,42145.0,41947.0
Fusion Global 7641,425575.0,426535.0,428637.0,428655.0,427790.0,427245.0,428191.0,428726.0
Pioneer Group 7642,221969.0,221248.0,220918.0,222663.0,224086.0,225864.0,225200.0,225077.0
Orbit Tech 7643,347369.0,348546.0,349630.0,351676.0,353267.0,355201.0,355972.0,357637.0
Zenith Solutions 7644,97491.0,97477.0,99188.0,101864.0,103229.0,103084.0,104844.0,107801.0
Hyper Industries 7645,6246.0,8698.0,8127.0,9593.0,12287.0,13350.0,12596.0,14361.0
Stratus Holdings 7646,355469.0,355877.0,355842.0,358368.0,358242.0,358676.0,361262.0,363119.0
Epsilon Networks 7647,378920.0,378636.0,378301.0,377608.0,377760.0,377734.0,378428.0,380904.0
Stratus Tech 7648,4095.0,5091.0,5672.0,6698.0,9437.0,9517.0,9363.0,11673.0
Beta Networks 7649,291504.0,294240.0,295978.0,297802.0,298775.0,300930.0,300690.0,300408.0
Zenith Networks 7650,276432.0,279110.0,279709.0,278928.0,279302.0,281307.0,283737.0,285985.0
Pioneer Industries 7651,468205.0,468905.0,467934.0,468641.0,470610.0,471262.0,471610.0,472251.0
Quantum Systems 7652,151222.0,153000.0,155578.0,158574.0,161079.0,163176.0,162845.0,165150.0
Nimbus Corp 7653,279955.0,279528.0,280334.0,279582.0,280297.0,280391.0,280544.0,283385.0
Pioneer Tech 7654,236856.0,236773.0,236854.0,236578.0,237598.0,237553.0,237122.0,237727.0
Nimbus Labs 7655,95576.0,94690.0,94944.0,97184.0,98215.0,98098.0,100012.0,101595.0
Pioneer Dynamics 7656,437801.0,440657.0,441318.0,441652.0,443750.0,444916.0,445970.0,445832.0
Apex Global 7657,482918.0,482135.0,484794.0,486055.0,487574.0,489996.0,489279.0,490027.0
Epsilon Labs 7658,181349.0,180401.0,180346.0,183025.0,184110.0,186591.0,185896.0,188083.0
Pioneer Systems 7659,376796.0,379093.0,378365.0,380126.0,379601.0,380482.0,381809.0,384639.0
Epsilon Group 7660,230329.0,231119.0,233904.0,235812.0,237261.0,238602.0,241431.0,242893.0
Nimbus Enterprises 7661,70160.0,69292.0,72283.0,74734.0,76939.0,76189.0,78691.0,80330.0
Omni Corp 7662,410385.0,410889.0,413520.0,412783.0,412383.0,412537.0,412056.0,413859.0
Aurora Global 7663,62053.0,64605.0,64962.0,67740.0,69935.0,70828.0,71197.0,72802.0
Stratus Global 7664,279577.0,280907.0,281865.0,281529.0,282665.0,284019.0,286619.0,286298.0
Apex Group 7665,82937.0,83711.0,86013.0,87103.0,88654.0,91067.0,92740.0,94005.0
Apex Tech 7666,141101.0,143208.0,145598.0,146160.0,146061.0,148097.0,150867.0,153289.0
Epsilon Group 7667,470966.0,472085.0,473735.0,476208.0,477397.0,477175.0,477163.0,479682.0
Fusion Labs 7668,5086.0,5250.0,5191.0,5574.0,5172.0,5030.0,6404.0,7516.0
Titan Corp 7669,38358.0,39772.0,40434.0,40947.0,40022.0,42459.0,43332.0,42978.0
Stratus Global 7670,129558.0,131747.0,132401.0,135164.0,136998.0,139403.0,140056.0,140642.0
Vertex Group 7671,332829.0,333909.0,334433.0,334455.0,333800.0,333510.0,332613.0,332106.0
Vertex Networks 7672,217445.0,219692.0,220358.0,222844.0,223923.0,226533.0,229514.0,231850.0
Orbit Enterprises 7673,324151.0,324327.0,326401.0,328473.0,329132.0,329773.0,332733.0,335567.0
Delta Labs 7674,484674.0,484147.0,484429.0,486379.0,487773.0,489758.0,489163.0,488943.0
Aurora Tech 7675,461240.0,461511.0,463768.0,465111.0,467511.0,468031.0,467095.0,468202.0
Nimbus Industries 7676,490686.0,493442.0,493638.0,496562.0,499336.0,500537.0,500942.0,500395.0
